epoch,steps,cos_sim-Accuracy@1,cos_sim-Accuracy@3,cos_sim-Accuracy@5,cos_sim-Accuracy@10,cos_sim-Precision@1,cos_sim-Recall@1,cos_sim-Precision@3,cos_sim-Recall@3,cos_sim-Precision@5,cos_sim-Recall@5,cos_sim-Precision@10,cos_sim-Recall@10,cos_sim-MRR@10,cos_sim-NDCG@10,cos_sim-MAP@100,dot_score-Accuracy@1,dot_score-Accuracy@3,dot_score-Accuracy@5,dot_score-Accuracy@10,dot_score-Precision@1,dot_score-Recall@1,dot_score-Precision@3,dot_score-Recall@3,dot_score-Precision@5,dot_score-Recall@5,dot_score-Precision@10,dot_score-Recall@10,dot_score-MRR@10,dot_score-NDCG@10,dot_score-MAP@100
-1,-1,0.5088607594936709,0.6860759493670886,0.7291139240506329,0.8139240506329114,0.5088607594936709,0.5088607594936709,0.22869198312236286,0.6860759493670886,0.14582278481012656,0.7291139240506329,0.08139240506329114,0.8139240506329114,0.6088713080168772,0.6582598437915627,0.6154761680813499,0.5025316455696203,0.6822784810126582,0.7341772151898734,0.8088607594936709,0.5025316455696203,0.5025316455696203,0.22742616033755278,0.6822784810126582,0.14683544303797466,0.7341772151898734,0.08088607594936707,0.8088607594936709,0.6052084589109902,0.6545348145555507,0.6119765723980304
